po_id,order_date_key,delivery_date_key,supplier_key,item_category_key,order_status_key,compliance_key,quantity,unit_price,negotiated_price,defective_units,defective_units_filled,defective_units_missing,gross_po_value,negotiated_po_value,realized_savings,savings_rate_pct,defect_rate_pct,defective_cost_exposure,procurement_lead_time_days,non_compliant_flag,spend_at_risk,order_status_risk,currency_code,supplier,supplier_risk_score,supplier_segment,item_category,order_status,compliance,order_date,delivery_date
PO-00046,20221219,,1,1,2,2,1025.0,21.11,19.25,15.0,15.0,0,21637.75,19731.25,1906.5,0.08810990052108006,0.014634146341463415,288.75,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Delivered,Yes,2022-12-19,
PO-00047,20230911,20230918,2,5,2,2,1856.0,59.77,50.81,191.0,191.0,0,110933.12000000001,94303.36,16629.76000000001,0.14990798059227045,0.10290948275862069,9704.710000000001,7.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,Yes,2023-09-11,2023-09-18
PO-00048,20220928,20221014,4,3,2,2,239.0,11.46,11.28,4.0,4.0,0,2738.94,2695.92,43.01999999999998,0.015706806282722505,0.016736401673640166,45.12,16.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Delivered,Yes,2022-09-28,2022-10-14
PO-00049,20220214,20220305,3,3,4,2,1007.0,52.44,46.06,167.0,167.0,0,52807.079999999994,46382.420000000006,6424.659999999989,0.12166285278413405,0.16583912611717974,7692.02,19.0,0,0.0,0.5,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Pending,Yes,2022-02-14,2022-03-05
PO-00050,20230416,,1,2,4,2,736.0,16.2,15.33,18.0,18.0,0,11923.199999999999,11282.88,640.3199999999997,0.053703703703703684,0.024456521739130436,275.94,,0,0.0,0.5,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Pending,Yes,2023-04-16,
PO-00051,20230704,20230714,4,1,2,2,1007.0,22.56,19.59,,0.0,1,22717.92,19727.13,2990.7899999999972,0.13164893617021264,0.0,0.0,10.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2023-07-04,2023-07-14
PO-00052,20220508,,3,3,2,2,612.0,20.99,19.75,102.0,102.0,0,12845.88,12087.0,758.8799999999992,0.059075750357312946,0.16666666666666666,2014.5,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,Yes,2022-05-08,
PO-00053,20230123,20230202,1,2,4,1,1949.0,72.53,63.26,48.0,48.0,0,141360.97,123293.73999999999,18067.23000000001,0.12780918240727981,0.024628014366341714,3036.48,10.0,1,123293.73999999999,0.5,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Pending,No,2023-01-23,2023-02-02
PO-00054,20220322,20220328,3,3,1,1,1640.0,77.92,76.41,262.0,262.0,0,127788.8,125312.4,2476.4000000000087,0.019378850102669473,0.1597560975609756,20019.42,6.0,1,125312.4,1.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Cancelled,No,2022-03-22,2022-03-28
PO-00055,20230720,20230807,2,1,2,2,1317.0,68.13,60.52,136.0,136.0,0,89727.20999999999,79704.84000000001,10022.36999999998,0.11169822398356063,0.10326499620349279,8230.720000000001,18.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Delivered,Yes,2023-07-20,2023-08-07
PO-00056,20221028,20221030,4,5,2,2,881.0,100.94,95.05,30.0,30.0,0,88928.14,83739.05,5189.0899999999965,0.05835149593818106,0.0340522133938706,2851.5,2.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Delivered,Yes,2022-10-28,2022-10-30
PO-00057,20231006,,3,4,2,2,1578.0,48.33,42.77,206.0,206.0,0,76264.73999999999,67491.06,8773.679999999993,0.1150424167183943,0.13054499366286437,8810.62,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-10-06,
PO-00058,20230926,20231001,3,2,2,2,1204.0,39.29,35.44,,0.0,1,47305.159999999996,42669.759999999995,4635.4000000000015,0.09798931025706291,0.0,0.0,5.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2023-09-26,2023-10-01
PO-00059,20230106,20230122,4,2,4,2,1558.0,93.46,91.27,39.0,39.0,0,145610.68,142198.66,3412.0199999999895,0.023432484485341253,0.02503209242618742,3559.5299999999997,16.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Pending,Yes,2023-01-06,2023-01-22
PO-00060,20230815,20230816,1,4,2,2,1892.0,32.99,28.81,35.0,35.0,0,62417.08,54508.52,7908.560000000005,0.1267050621400425,0.01849894291754757,1008.3499999999999,1.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,Yes,2023-08-15,2023-08-16
PO-00061,20220716,20220801,4,4,2,2,696.0,99.59,90.18,25.0,25.0,0,69314.64,62765.280000000006,6549.359999999993,0.09448739833316588,0.035919540229885055,2254.5,16.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Delivered,Yes,2022-07-16,2022-08-01
PO-00062,20231223,20240103,3,2,3,2,70.0,12.37,11.04,10.0,10.0,0,865.9,772.8,93.10000000000002,0.10751818916734036,0.14285714285714285,110.39999999999999,11.0,0,0.0,0.7,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Partially Delivered,Yes,2023-12-23,2024-01-03
PO-00063,20220313,20220315,5,5,2,2,890.0,98.26,93.14,49.0,49.0,0,87451.40000000001,82894.6,4556.800000000003,0.0521066558111134,0.0550561797752809,4563.86,2.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Delivered,Yes,2022-03-13,2022-03-15
PO-00064,20220216,20220304,1,2,2,2,216.0,13.95,12.31,5.0,5.0,0,3013.2,2658.96,354.2399999999998,0.11756272401433686,0.023148148148148147,61.550000000000004,16.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2022-02-16,2022-03-04
PO-00065,20231109,20231112,3,4,2,2,1347.0,100.13,94.3,200.0,200.0,0,134875.11,127022.09999999999,7853.009999999995,0.05822430839908116,0.14847809948032664,18860.0,3.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-11-09,2023-11-12
PO-00066,20220822,20220825,5,3,3,1,437.0,59.51,56.45,25.0,25.0,0,26005.87,24668.65,1337.2199999999975,0.051419929423626186,0.057208237986270026,1411.25,3.0,1,24668.65,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Partially Delivered,No,2022-08-22,2022-08-25
PO-00067,20221024,20221026,1,1,2,2,650.0,103.84,88.28,12.0,12.0,0,67496.0,57382.0,10114.0,0.14984591679506934,0.018461538461538463,1059.3600000000001,2.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Delivered,Yes,2022-10-24,2022-10-26
PO-00068,20220323,20220411,2,3,2,2,365.0,16.81,15.41,38.0,38.0,0,6135.65,5624.65,511.0,0.08328375966686496,0.10410958904109589,585.58,19.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2022-03-23,2022-04-11
PO-00069,20220827,,4,5,1,2,63.0,61.94,53.8,,0.0,1,3902.22,3389.3999999999996,512.8200000000002,0.13141750080723286,0.0,0.0,,0,0.0,1.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Cancelled,Yes,2022-08-27,
PO-00070,20220414,20220422,1,2,2,2,291.0,98.7,87.02,9.0,9.0,0,28721.7,25322.82,3398.880000000001,0.11833839918946305,0.030927835051546393,783.18,8.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2022-04-14,2022-04-22
PO-00071,20230125,20230208,1,2,1,2,826.0,60.5,57.18,18.0,18.0,0,49973.0,47230.68,2742.3199999999997,0.054876033057851235,0.021791767554479417,1029.24,14.0,0,0.0,1.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Cancelled,Yes,2023-01-25,2023-02-08
PO-00072,20221012,20221101,3,1,4,2,1419.0,69.64,59.28,194.0,194.0,0,98819.16,84118.32,14700.839999999997,0.1487650775416427,0.13671599718111346,11500.32,20.0,0,0.0,0.5,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Pending,Yes,2022-10-12,2022-11-01
PO-00073,20230410,20230427,5,3,2,2,614.0,78.06,73.95,40.0,40.0,0,47928.840000000004,45405.3,2523.540000000001,0.05265180630284398,0.06514657980456026,2958.0,17.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Delivered,Yes,2023-04-10,2023-04-27
PO-00074,20231013,20231028,1,1,2,2,947.0,56.25,54.25,19.0,19.0,0,53268.75,51374.75,1894.0,0.035555555555555556,0.02006335797254488,1030.75,15.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Delivered,Yes,2023-10-13,2023-10-28
PO-00075,20230109,20230128,4,5,2,2,1413.0,70.47,69.65,,0.0,1,99574.11,98415.45000000001,1158.659999999989,0.011636157230026851,0.0,0.0,19.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Delivered,Yes,2023-01-09,2023-01-28
PO-00076,20220616,,1,3,3,2,141.0,64.15,58.32,,0.0,1,9045.150000000001,8223.12,822.0300000000007,0.0908807482462978,0.0,0.0,,0,0.0,0.7,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Partially Delivered,Yes,2022-06-16,
PO-00077,20230115,20230204,1,3,2,2,1440.0,96.57,83.87,36.0,36.0,0,139060.8,120772.8,18287.999999999985,0.1315108211659935,0.025,3019.32,20.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2023-01-15,2023-02-04
PO-00078,20221230,20230103,3,5,2,1,1005.0,14.87,12.79,,0.0,1,14944.349999999999,12853.949999999999,2090.3999999999996,0.13987895090786817,0.0,0.0,4.0,1,12853.949999999999,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,No,2022-12-30,2023-01-03
PO-00079,20220803,,1,2,2,1,1528.0,36.52,33.0,31.0,31.0,0,55802.560000000005,50424.0,5378.560000000005,0.09638554216867477,0.020287958115183247,1023.0,,1,50424.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,No,2022-08-03,
PO-00080,20231118,20231125,5,2,2,1,1501.0,106.05,100.99,77.0,77.0,0,159181.05,151585.99,7595.059999999998,0.0477133427628477,0.051299133910726186,7776.23,7.0,1,151585.99,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,No,2023-11-18,2023-11-25
PO-00081,20221001,20221004,3,4,2,1,558.0,94.18,81.4,,0.0,1,52552.44,45421.200000000004,7131.239999999998,0.13569760033977485,0.0,0.0,3.0,1,45421.200000000004,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,No,2022-10-01,2022-10-04
PO-00082,20231220,20231226,2,2,2,2,825.0,56.88,50.84,,0.0,1,46926.0,41943.0,4983.0,0.10618846694796062,0.0,0.0,6.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Delivered,Yes,2023-12-20,2023-12-26
PO-00083,20231201,20231207,2,1,1,2,84.0,73.38,71.42,9.0,9.0,0,6163.92,5999.28,164.64000000000033,0.02671027527936773,0.10714285714285714,642.78,6.0,0,0.0,1.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Cancelled,Yes,2023-12-01,2023-12-07
PO-00084,20231026,20231110,3,5,2,1,255.0,38.64,33.59,27.0,27.0,0,9853.2,8565.45,1287.75,0.1306935817805383,0.10588235294117647,906.9300000000001,15.0,1,8565.45,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,No,2023-10-26,2023-11-10
PO-00085,20220315,20220331,5,2,2,2,1154.0,27.2,26.07,58.0,58.0,0,31388.8,30084.78,1304.0200000000004,0.041544117647058836,0.05025996533795494,1512.06,16.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2022-03-15,2022-03-31
PO-00086,20230916,20230924,3,3,2,1,1635.0,56.91,54.37,262.0,262.0,0,93047.84999999999,88894.95,4152.899999999994,0.04463187489017741,0.1602446483180428,14244.939999999999,8.0,1,88894.95,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,No,2023-09-16,2023-09-24
PO-00087,20231013,20231023,3,5,2,1,1945.0,46.19,40.12,278.0,278.0,0,89839.54999999999,78033.4,11806.149999999994,0.1314137259147001,0.1429305912596401,11153.359999999999,10.0,1,78033.4,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,No,2023-10-13,2023-10-23
PO-00088,20220625,20220710,3,2,3,1,1461.0,64.09,63.39,228.0,228.0,0,93635.49,92612.79,1022.7000000000116,0.010922140739585083,0.15605749486652978,14452.92,15.0,1,92612.79,0.7,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Partially Delivered,No,2022-06-25,2022-07-10
